id,count
1037,234.5528
1040,
1042,65.0086
1046,102.435455
1048,138.27667
1049,173.50206
1050,
1051,228.2243
1052,224.73825
1055,110.1964
1060,189.28711
1064,100.65702
1066,85.99299
1071,200.6602
1073,83.5394
1089,201.62067
1091,142.96686
1092,59.60093
1093,228.331
1096,227.46857
1097,211.77145
1098,58.806614
1099,91.22243
1102,242.91724
1107,106.565765
1109,91.802124
1111,24.814188
1112,158.88931
1114,268.1463
1116,230.0823
1117,163.23776
1118,93.09796
1122,
1124,210.79982
1127,127.0854
1133,177.22964
1134,66.69858
1135,189.94218
1139,208.91629
1143,
1150,109.6318
1151,145.26819
1153,238.14117
1155,61.652718
1162,60.74534
1163,200.53973
1166,12.534979
1171,66.45548
1172,67.0943
1173,239.60654
1174,105.40761
1177,124.42064
1178,121.72604
1184,112.08496
1185,155.34976
1186,107.72291
1187,227.31784
1188,249.18164
1191,204.1763
1207,142.53453
1213,89.53044
1215,210.11908
1223,242.72011
1227,162.03442
1236,
1237,
1238,102.84834
1241,72.89387
1248,73.72244
1250,73.6147
1251,222.33974
1253,128.71356
1255,161.36745
1257,175.94559
1261,134.6278
1262,239.8599
1265,189.4168
1273,239.54117
1277,155.62964
1278,167.91357
1280,80.07797
1284,172.99463
1285,252.76044
1288,99.68404
1295,147.63733
1297,244.49727
1299,242.69058
1304,203.36572
1308,60.033707
1310,154.10025
1311,178.09119
1314,79.840576
1315,162.12857
1318,20.430037
1320,260.67255
1321,229.09201
1322,168.73746
1330,193.12102
1333,220.00055
1334,198.29681
1341,179.35588
1344,165.16821
1351,216.71068
1354,74.2843
1356,
1363,167.72887
1365,164.95096
1369,183.88455
1373,125.94241
1375,163.19415
1377,57.957
1379,222.18143
1380,186.97481
1381,129.5404
1384,192.91367
1390,225.10886
1393,229.42416
1395,
1399,228.87769
1400,110.42302
1401,116.28389
1404,225.4815
1408,79.997604
1409,19.49097
1413,204.61063
1416,220.70374
1418,148.70964
1423,94.96357
1424,63.081512
1425,81.4437
1433,254.51575
1434,193.0885
1436,240.01347
1442,209.4707
1444,57.35103
1445,197.2816
1452,213.04272
1455,218.26385
1462,
1467,8.631599
1472,78.05821
1475,112.35925
1493,139.9878
1501,207.67844
1503,235.686
1504,240.52875
1505,57.983475
1511,244.61671
1512,
1513,165.14705
1514,101.23253
1528,235.21608
1533,259.88025
1534,59.012943
1536,206.75839
1537,58.733845
1539,139.43817
1550,65.05903
1552,198.48868
1554,222.23535
1555,245.54721
1556,11.650495
1559,74.772766
1563,227.06512
1566,167.57384
1567,134.34235
1568,69.862144
1571,209.95303
1572,59.915077
1574,
1577,92.95938
1583,21.64443
1585,86.6051
1586,198.53638
1587,227.42807
1596,204.19891
1602,80.75358
1604,107.314545
1605,27.491385
1610,248.47705
1611,135.02818
1616,106.26869
1617,147.57224
1618,77.56295
1622,57.560844
1623,55.63039
1628,244.62115
1631,25.353605
1632,233.50876
1633,212.5188
1634,221.85452
1636,233.043
1637,180.37318
1643,89.519035
1644,176.58228
1646,113.72879
1648,217.4385
1651,99.5637
1656,58.049538
1658,164.40353
1659,59.251194
1665,103.664566
1666,163.06528
1670,104.55481
1674,125.12492
1679,226.30392
1680,199.35942
1683,261.62384
1686,69.18063
1691,142.62822
1693,55.051044
1696,101.29358
1697,135.53197
1703,102.444046
1706,61.80098
1709,218.33566
1710,76.95931
1712,
1713,190.44266
1718,193.88681
1719,223.44553
1722,235.88039
1723,179.36414
1724,242.72675
1728,39.68261
1730,88.95044
1732,59.338726
1737,39.845524
1745,56.15704
1747,97.080315
1748,85.77753
1755,129.18233
1759,92.837006
1761,229.9362
1764,199.12997
1765,213.1917
1766,47.84378
1768,58.624363
1770,69.9683
1771,157.2164
1774,131.97633
1785,194.15659
1788,250.87375
1792,92.70061
1794,205.25725
1797,172.47186
1798,60.105175
1799,262.45544
1802,162.46143
1806,85.603806
1808,79.728775
1810,234.02371
1818,22.936985
1819,251.07458
1820,257.04245
1822,221.46545
1826,183.33868
1827,188.36156
1835,83.297264
1841,141.21645
1842,130.50307
1843,103.90617
1846,58.233883
1849,59.603413
1850,253.16248
1851,126.056854
1857,
1858,151.0278
1860,140.77113
1861,214.34938
1864,106.87105
1869,237.82242
1871,
1872,17.23625
1875,52.60786
1878,259.9239
1879,230.60591
1885,56.85528
1888,109.94969
1889,25.803427
1890,157.7727
1896,159.15872
1897,243.0992
1898,
1900,94.80211
1905,85.597824
1908,111.38994
1909,172.96204
1913,
1918,129.17729
1922,266.73846
1923,199.40022
1925,232.41476
1926,163.38058
1927,197.2415
1930,216.2182
1935,92.40262
1939,113.64963
1942,144.43475
1943,
1948,210.05298
1949,187.8152
1951,157.51279
1953,149.33029
1959,
1963,60.84069
1967,30.62767
1973,186.83109
1975,104.47618
1976,43.48294
1990,149.9805
1993,138.62286
1997,90.45404
1999,201.41035
2001,209.83105
2004,62.89895
2010,152.35321
2013,187.09695
2017,250.47507
2021,21.902296
2023,88.86095
2026,220.67294
2037,68.795364
2039,77.02247
2041,68.270065
2046,58.268284
2050,108.15126
2060,203.5321
2067,158.25626
2069,183.36569
2072,223.51855
2074,175.20023
2079,156.44742
2083,86.8302
2085,111.09412
2087,24.452837
2093,195.02545
2094,70.503716
2097,102.663666
2103,120.91105
2104,
2107,225.81966
2108,56.17509
2110,14.266059
2115,165.4343
2117,59.873913
2125,198.12253
2127,262.02585
2133,57.89329
2134,265.8375
2135,159.86185
2141,233.55371
2143,76.83882
2145,49.24276
2146,100.082436
2147,217.29726
2148,
2149,
2165,137.76624
2166,198.64955
2177,118.169876
